[('Local', 'JJ')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Turner', 'NN')] 
[('TM', 'NN')] 
[('', 'NN')] 
[('Sumner', 'NN')] 
[('DR', 'NN')] 
[('', 'NN')] 
[('Urban', 'NN')] 
[('RM', 'NN')] 
[('', 'NN')] 
[('Rivero', 'NN')] 
[('DP', 'NN')] 
[('', 'NN')] 
[('Galante', 'NNP')] 
[('JO', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('comparative', 'NN')] 
[('study', 'NN')] 
[('porous', 'JJ')] 
[('coatings', 'NNS')] 
[('weightbearing', 'VBG')] 
[('total', 'JJ')] 
[('hiparthroplasty', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Joint', 'JJ')] 
[('Surg', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Sumner', 'NN')] 
[('DR', 'NN')] 
[('', 'NN')] 
[('Turner', 'NN')] 
[('TM', 'NN')] 
[('', 'NN')] 
[('Urban', 'NN')] 
[('RM', 'NN')] 
[('', 'NN')] 
[('Leven', 'RB')] 
[('RM', 'NN')] 
[('', 'NN')] 
[('Hawkins', 'NNS')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Nichols', 'NNS')] 
[('EH', 'NN')] 
[('', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Locally', 'RB')] 
[('delivered', 'VBN')] 
[('rhTGF', 'NN')] 
[('h', 'NN')] 
[('enhances', 'NNS')] 
[('bone', 'NN')] 
[('ingrowth', 'NN')] 
[('bone', 'NN')] 
[('regeneration', 'NN')] 
[('local', 'JJ')] 
[('remote', 'NN')] 
[('sites', 'NNS')] 
[('skeletal', 'NN')] 
[('injury', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('OrthopRes', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Bernhardt', 'NN')] 
[('R', 'NN')] 
[('', 'NN')] 
[('Scharnweber', 'NNP')] 
[('D', 'NN')] 
[('', 'NN')] 
[('Muller', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Thurner', 'NN')] 
[('P', 'NN')] 
[('', 'NN')] 
[('Schliephake', 'NN')] 
[('H', 'NN')] 
[('', 'NN')] 
[('Wyss', 'NN')] 
[('P', 'NN')] 
[('', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Comparison', 'NN')] 
[('microfocus', 'NN')] 
[('synchrotron', 'NN')] 
[('Xraytomography', 'NN')] 
[('analysis', 'NN')] 
[('osteointegration', 'NN')] 
[('around', 'IN')] 
[('TiAlVimplants', 'NNS')] 
[('', 'NN')] 
[('Eur', 'NN')] 
[('Cell', 'NN')] 
[('Mater', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Sumner', 'NN')] 
[('DR', 'NN')] 
[('', 'NN')] 
[('Turner', 'NN')] 
[('TM', 'NN')] 
[('', 'NN')] 
[('Cohen', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Losavio', 'NN')] 
[('P', 'NN')] 
[('', 'NN')] 
[('Urban', 'NN')] 
[('RM', 'NN')] 
[('', 'NN')] 
[('Nichols', 'NNS')] 
[('EH', 'NN')] 
[('', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Aging', 'VBG')] 
[('lessen', 'NN')] 
[('effectiveness', 'NN')] 
[('TGF', 'NN')] 
[('h', 'NN')] 
[('enhanced', 'VBN')] 
[('bone', 'NN')] 
[('regeneration', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Miner', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Lind', 'VB')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Overgaard', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Nguyen', 'NN')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Ongpipattanakul', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Bu', 'NN')] 
[('¨nger', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('Søballe', 'NNP')] 
[('K', 'NNP')] 
[('Transforming', 'VBG')] 
[('growth', 'NN')] 
[('factor', 'NN')] 
[('hstimulates', 'NNS')] 
[('bone', 'NN')] 
[('ongrowth', 'NN')] 
[('', 'NN')] 
[('hydroxyapatitecoated', 'VBN')] 
[('implants', 'NNS')] 
[('studied', 'VBN')] 
[('dogs', 'NNS')] 
[('', 'NN')] 
[('Acta', 'NN')] 
[('Orthop', 'NN')] 
[('Scand', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Eckhoff', 'NN')] 
[('DG', 'NN')] 
[('', 'NN')] 
[('Turner', 'NN')] 
[('AS', 'IN')] 
[('', 'NN')] 
[('Clarke', 'NN')] 
[('R', 'NN')] 
[('', 'NN')] 
[('Hastings', 'NNS')] 
[('R', 'NN')] 
[('', 'NN')] 
[('Nguyen', 'NN')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Cromwell', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Dose', 'VB')] 
[('effect', 'NN')] 
[('rhTGF', 'NN')] 
[('h', 'NN')] 
[('on', 'IN')] 
[('bone', 'NN')] 
[('growth', 'NN')] 
[('around', 'IN')] 
[('prosthetic', 'JJ')] 
[('implants', 'NNS')] 
[('agecontrolled', 'VBN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('Trans', 'NNS')] 
[('ORS', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('Abstr', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Schmidmaier', 'NN')] 
[('G', 'NN')] 
[('', 'NN')] 
[('Wildemann', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Gabelein', 'NNP')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Heeger', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Kandziora', 'NNP')] 
[('F', 'NN')] 
[('', 'NN')] 
[('Haas', 'NN')] 
[('NP', 'NN')] 
[('', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Synergistic', 'JJ')] 
[('effect', 'NN')] 
[('IGFI', 'NN')] 
[('TGFbeta', 'NN')] 
[('fracture', 'NN')] 
[('healing', 'VBG')] 
[('rats', 'NNS')] 
[('', 'NN')] 
[('single', 'JJ')] 
[('versus', 'NN')] 
[('combined', 'VBN')] 
[('application', 'NN')] 
[('IGFI', 'NN')] 
[('TGFbeta', 'NN')] 
[('', 'NN')] 
[('Acta', 'NN')] 
[('Orthop', 'NN')] 
[('Scand', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Geesink', 'VB')] 
[('RG', 'NN')] 
[('', 'NN')] 
[('Osteoconductive', 'JJ')] 
[('coatings', 'NNS')] 
[('total', 'JJ')] 
[('joint', 'NN')] 
[('arthroplasty', 'NN')] 
[('', 'NN')] 
[('Clin', 'NN')] 
[('Orthop', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('LeGeros', 'NNS')] 
[('RZ', 'NN')] 
[('', 'NN')] 
[('Properties', 'NNS')] 
[('osteoconductive', 'JJ')] 
[('biomaterials', 'NNS')] 
[('', 'NN')] 
[('calcium', 'NN')] 
[('phosphates', 'NNS')] 
[('', 'NN')] 
[('Clin', 'NN')] 
[('Orthop', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Dupont', 'NN')] 
[('WD', 'NN')] 
[('', 'NN')] 
[('Plumer', 'NN')] 
[('Jr', 'NN')] 
[('WD', 'NN')] 
[('', 'NN')] 
[('Power', 'NN')] 
[('sample', 'NN')] 
[('size', 'NN')] 
[('calculations', 'NNS')] 
[('', 'NN')] 
[('A', 'DT')] 
[('review', 'NN')] 
[('computer', 'NN')] 
[('program', 'NN')] 
[('', 'NN')] 
[('Control', 'NN')] 
[('Clin', 'NN')] 
[('Trials', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('De', 'NNP')] 
[('Ranieri', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Virdi', 'NN')] 
[('AS', 'IN')] 
[('', 'NN')] 
[('Kuroda', 'NNP')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Shott', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Dai', 'NN')] 
[('Y', 'NN')] 
[('', 'NN')] 
[('Sumner', 'NN')] 
[('DR', 'NN')] 
[('', 'NN')] 
[('Local', 'JJ')] 
[('application', 'NN')] 
[('rhTGF', 'NN')] 
[('h', 'NN')] 
[('modulates', 'NNS')] 
[('dynamic', 'JJ')] 
[('gene', 'NN')] 
[('expression', 'NN')] 
[('rat', 'NN')] 
[('implant', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('[', 'NN')] 
[('Epub', 'NN')] 
[('ahead', 'RB')] 
[('print', 'NN')] 
[('March', 'NNP')] 
[('', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('De', 'NNP')] 
[('Ranieri', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('/', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
