[('Selective', 'JJ')] 
[('Chantal', 'NN')] 
[('Chenu', 'NN')] 
[('helpful', 'NN')] 
[('criticism', 'NN')] 
[('themanuscript', 'NN')] 
[('', 'NN')] 
[('References', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('Aarden', 'NNP')] 
[('', 'NN')] 
[('E', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Nijweide', 'RB')] 
[('', 'NN')] 
[('P', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Van', 'NN')] 
[('der', 'NN')] 
[('Plas', 'NNS')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Alblas', 'NNS')] 
[('', 'NN')] 
[('M', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Mackie', 'NN')] 
[('', 'NN')] 
[('E', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Horton', 'NNP')] 
[('', 'NN')] 
[('M', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Helfrich', 'NNP')] 
[('', 'NN')] 
[('M', 'NN')] 
[('H', 'NN')] 
[('Adhesive', 'JJ')] 
[('properties', 'NNS')] 
[('isolated', 'JJ')] 
[('chickosteocytes', 'NNS')] 
[('vitro', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('E', 'NN')] 
[('', 'NN')] 
[('Fung', 'NN')] 
[('', 'NN')] 
[('SW', 'NN')] 
[('', 'NN')] 
[('Georgis', 'NN')] 
[('', 'NN')] 
[('W', 'NN')] 
[('The', 'DT')] 
[('influence', 'NN')] 
[('nonosteogenic', 'JJ')] 
[('hemopoietic', 'JJ')] 
[('cells', 'NNS')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('marrow', 'NN')] 
[('stromal', 'NN')] 
[('populations', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('BoneMiner', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Suppl', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('E', 'NN')] 
[('Liu', 'NN')] 
[('', 'NN')] 
[('F', 'NN')] 
[('The', 'DT')] 
[('osteoblast', 'NN')] 
[('lineage', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('', 'NN')] 
[('Bilezikian', 'JJ')] 
[('', 'NN')] 
[('J', 'NN')] 
[('P', 'NN')] 
[('', 'NN')] 
[('Raisz', 'NN')] 
[('', 'NN')] 
[('L', 'NN')] 
[('G', 'NN')] 
[('', 'NN')] 
[('Rodan', 'NN')] 
[('', 'NN')] 
[('G', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Eds', 'NN')] 
[('', 'NN')] 
[('Principles', 'NNS')] 
[('Bone', 'NN')] 
[('Biology', 'NN')] 
[('', 'NN')] 
[('San', 'NNP')] 
[('Diego', 'NN')] 
[('', 'NN')] 
[('CA', 'NN')] 
[('', 'NN')] 
[('Academic', 'NNP')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Bellows', 'NNS')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('G', 'NN')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('E', 'NN')] 
[('Determination', 'NN')] 
[('number', 'NN')] 
[('osteoprogeni', 'NN')] 
[('tors', 'NNS')] 
[('present', 'NN')] 
[('isolated', 'JJ')] 
[('fetal', 'NN')] 
[('rat', 'NN')] 
[('calvaria', 'NNS')] 
[('cells', 'NNS')] 
[('vitro', 'NN')] 
[('', 'NN')] 
[('Devel', 'NN')] 
[('Biol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Bellows', 'NNS')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('G', 'NN')] 
[('', 'NN')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('E', 'NN')] 
[('', 'NN')] 
[('Heersche', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('N', 'NN')] 
[('M', 'NN')] 
[('Physiological', 'JJ')] 
[('concentra', 'NN')] 
[('tion', 'NN')] 
[('glucocorticoids', 'NNS')] 
[('stimulate', 'NN')] 
[('formation', 'NN')] 
[('bone', 'NN')] 
[('nodules', 'NNS')] 
[('isolated', 'JJ')] 
[('ratcalvaria', 'NN')] 
[('cells', 'NNS')] 
[('vitro', 'NN')] 
[('', 'NN')] 
[('Endocrinology', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Bellows', 'NNS')] 
[('', 'NN')] 
[('CG', 'NN')] 
[('', 'NN')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('JE', 'NN')] 
[('', 'NN')] 
[('Heersche', 'NN')] 
[('', 'NN')] 
[('JNM', 'NN')] 
[('', 'NN')] 
[('andAntosz', 'NN')] 
[('', 'NN')] 
[('MEMineralized', 'VBN')] 
[('bone', 'NN')] 
[('nodules', 'NNS')] 
[('formed', 'VBN')] 
[('enzymatically', 'RB')] 
[('released', 'VBN')] 
[('rat', 'NN')] 
[('calvaria', 'NNS')] 
[('cell', 'NN')] 
[('populationsCalcif', 'NN')] 
[('Tissue', 'NN')] 
[('Int', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Beresford', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('N', 'NN')] 
[('Osteogenic', 'JJ')] 
[('stem', 'NN')] 
[('cells', 'NNS')] 
[('stromal', 'NN')] 
[('system', 'NN')] 
[('bone', 'NN')] 
[('marrow', 'NN')] 
[('', 'NN')] 
[('Clin', 'NN')] 
[('Orthop', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Bhargava', 'NN')] 
[('', 'NN')] 
[('U', 'NN')] 
[('', 'NN')] 
[('BarLev', 'NN')] 
[('', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Bellows', 'NNS')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('G', 'NN')] 
[('', 'NN')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('E', 'NN')] 
[('Ultrastructural', 'JJ')] 
[('analysis', 'NN')] 
[('bone', 'NN')] 
[('nodules', 'NNS')] 
[('formed', 'VBN')] 
[('vitro', 'NN')] 
[('isolated', 'JJ')] 
[('fetal', 'NN')] 
[('rat', 'NN')] 
[('calvaria', 'NNS')] 
[('cellsBone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Bianco', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('', 'NN')] 
[('Fisher', 'NN')] 
[('', 'NN')] 
[('L', 'NN')] 
[('W', 'NN')] 
[('', 'NN')] 
[('Young', 'NN')] 
[('', 'NN')] 
[('M', 'NN')] 
[('F', 'NN')] 
[('', 'NN')] 
[('Termine', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('D', 'NN')] 
[('', 'NN')] 
[('GehronRobey', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('Expression', 'NN')] 
[('bone', 'NN')] 
[('sialoprotein', 'NN')] 
[('', 'NN')] 
[('BSP', 'NN')] 
[('', 'NN')] 
[('developing', 'VBG')] 
[('human', 'NN')] 
[('tissues', 'NNS')] 
[('', 'NN')] 
[('CalcifTissue', 'NN')] 
[('Int', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Brown', 'NNP')] 
[('', 'NN')] 
[('L', 'NN')] 
[('F', 'NN')] 
[('', 'NN')] 
[('Berse', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Van', 'NN')] 
[('De', 'NNP')] 
[('Water', 'NN')] 
[('', 'NN')] 
[('L', 'NN')] 
[('', 'NN')] 
[('PapadopoulosSergiou', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Perruzi', 'NN')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Manseau', 'NN')] 
[('', 'NN')] 
[('E', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Dvorak', 'NN')] 
[('', 'NN')] 
[('H', 'NN')] 
[('F', 'NN')] 
[('', 'NN')] 
[('Senger', 'NN')] 
[('', 'NN')] 
[('D', 'NN')] 
[('R', 'NN')] 
[('Expression', 'NN')] 
[('anddistribution', 'NN')] 
[('osteopontin', 'NN')] 
[('human', 'NN')] 
[('tissues', 'NNS')] 
[('', 'NN')] 
[('Widespread', 'JJ')] 
[('association', 'NN')] 
[('withluminal', 'JJ')] 
[('epithelial', 'JJ')] 
[('surfaces', 'NNS')] 
[('', 'NN')] 
[('Mol', 'NN')] 
[('Biol', 'NN')] 
[('Cell', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Calof', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('L', 'NN')] 
[('', 'NN')] 
[('Campanero', 'NN')] 
[('', 'NN')] 
[('M', 'NN')] 
[('R', 'NN')] 
[('', 'NN')] 
[('O', 'NN')] 
[('’', 'NN')] 
[('Rear', 'VB')] 
[('', 'NN')] 
[('J', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Yurchenco', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('D', 'NN')] 
[('', 'NN')] 
[('Lander', 'NN')] 
[('', 'NN')] 
[('ADDomainspecificactivationofneuronalmigrationandneuriteoutgrowthpromoting', 'VBG')] 
[('activities', 'NNS')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Neuron', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Caplan', 'NN')] 
[('', 'NN')] 
[('AIandPechak', 'NN')] 
[('', 'NN')] 
[('DGThecellularandmolecularembryologyofbone', 'NN')] 
[('formation', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('', 'NN')] 
[('Peck', 'NN')] 
[('', 'NN')] 
[('W', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Ed', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('Mineral', 'NN')] 
[('Research', 'NN')] 
[('', 'NN')] 
[('Amsterdam', 'NN')] 
[('', 'NN')] 
[('Elsevier', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Centrella', 'NN')] 
[('', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Casinghino', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('McCarthy', 'NN')] 
[('', 'NN')] 
[('T', 'NN')] 
[('L', 'NN')] 
[('Differential', 'NN')] 
[('actions', 'NNS')] 
[('prostagladins', 'NNS')] 
[('separate', 'JJ')] 
[('cell', 'NN')] 
[('populations', 'NNS')] 
[('fetal', 'NN')] 
[('rat', 'NN')] 
[('bone', 'NN')] 
[('', 'NN')] 
[('Endocrinology', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Chen', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Shapiro', 'NN')] 
[('', 'NN')] 
[('H', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Sodek', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Developmental', 'NN')] 
[('expression', 'NN')] 
[('bone', 'NN')] 
[('sialoprotein', 'NN')] 
[('mRNA', 'NN')] 
[('rat', 'NN')] 
[('mineralized', 'VBN')] 
[('connective', 'NN')] 
[('tissues', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Miner', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Desban', 'NN')] 
[('', 'NN')] 
[('N', 'NN')] 
[('Duband', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('L', 'NN')] 
[('Avian', 'JJ')] 
[('neural', 'JJ')] 
[('crest', 'NN')] 
[('migration', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Interaction', 'NN')] 
[('ab', 'NN')] 
[('integrin', 'NN')] 
[('distinct', 'NN')] 
[('laminin', 'NN')] 
[('domains', 'NNS')] 
[('mediates', 'NNS')] 
[('different', 'JJ')] 
[('adhesive', 'JJ')] 
[('responses', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Cell', 'NN')] 
[('Sci', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Foidart', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('M', 'NN')] 
[('Reddi', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('H', 'NN')] 
[('Immunofluorescent', 'NN')] 
[('localization', 'NN')] 
[('type', 'NN')] 
[('IV', 'NN')] 
[('laminin', 'NN')] 
[('endochondral', 'JJ')] 
[('bone', 'NN')] 
[('differentiation', 'NN')] 
[('regulation', 'NN')] 
[('pituitarygrowth', 'NN')] 
[('hormone', 'NN')] 
[('', 'NN')] 
[('Devel', 'NN')] 
[('Biol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Goldberg', 'NNP')] 
[('', 'NN')] 
[('H', 'NN')] 
[('A', 'DT')] 
[('Sodek', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Purification', 'NN')] 
[('mineralized', 'VBN')] 
[('tissueassociated', 'VBN')] 
[('osteopontin', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Tissue', 'NN')] 
[('Cul', 'NN')] 
[('Meth', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Gronthos', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Stewart', 'NNP')] 
[('', 'NN')] 
[('K', 'NNP')] 
[('', 'NN')] 
[('Graves', 'NNS')] 
[('', 'NN')] 
[('S', 'NN')] 
[('E', 'NN')] 
[('', 'NN')] 
[('Hay', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Simmons', 'NNS')] 
[('', 'NN')] 
[('P', 'NN')] 
[('J', 'NN')] 
[('Integrin', 'NN')] 
[('expression', 'NN')] 
[('function', 'NN')] 
[('human', 'NN')] 
[('osteoblastlike', 'NN')] 
[('cells', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Miner', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Grzesik', 'NN')] 
[('', 'NN')] 
[('W', 'NN')] 
[('J', 'NN')] 
[('GehronRobey', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('Bone', 'NN')] 
[('matrix', 'NN')] 
[('RGDglycoproteins', 'NNS')] 
[('', 'NN')] 
[('Immu', 'NN')] 
[('nolocalization', 'NN')] 
[('interaction', 'NN')] 
[('human', 'NN')] 
[('primary', 'NN')] 
[('osteoblastic', 'JJ')] 
[('bone', 'NN')] 
[('cells', 'NNS')] 
[('invitro', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Bone', 'NN')] 
[('Miner', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Kai', 'NNP')] 
[('', 'NN')] 
[('K', 'NNP')] 
[('', 'NN')] 
[('Takagi', 'NN')] 
[('', 'NN')] 
[('K', 'NNP')] 
[('', 'NN')] 
[('Iyama', 'NN')] 
[('', 'NN')] 
[('KI', 'NNP')] 
[('', 'NN')] 
[('Kitaoka', 'NNP')] 
[('', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Yoshioka', 'NN')] 
[('', 'NN')] 
[('H', 'NN')] 
[('', 'NN')] 
[('Mizuta', 'NN')] 
[('', 'NN')] 
[('H', 'NN')] 
[('', 'NN')] 
[('Usuku', 'NN')] 
[('', 'NN')] 
[('G', 'NN')] 
[('Immunohistochemical', 'JJ')] 
[('localization', 'NN')] 
[('basal', 'NN')] 
[('lamina', 'NN')] 
[('components', 'NNS')] 
[('developing', 'VBG')] 
[('rat', 'NN')] 
[('epiphysial', 'JJ')] 
[('cartilage', 'NN')] 
[('canals', 'NNS')] 
[('', 'NN')] 
[('Clin', 'NN')] 
[('Orthop', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Liu', 'NN')] 
[('', 'NN')] 
[('F', 'NN')] 
[('', 'NN')] 
[('Malaval', 'NN')] 
[('', 'NN')] 
[('L', 'NN')] 
[('', 'NN')] 
[('Gupta', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('K', 'NNP')] 
[('', 'NN')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('E', 'NN')] 
[('Simultaneous', 'JJ')] 
[('detection', 'NN')] 
[('multiple', 'NN')] 
[('bonerelated', 'VBN')] 
[('mRNA', 'NN')] 
[('protein', 'NN')] 
[('expression', 'NN')] 
[('osteoblast', 'NN')] 
[('differentiation', 'NN')] 
[('', 'NN')] 
[('Polymerase', 'NN')] 
[('chain', 'NN')] 
[('reaction', 'NN')] 
[('immunocytochemical', 'JJ')] 
[('studies', 'NNS')] 
[('thesingle', 'NN')] 
[('cell', 'NN')] 
[('level', 'NN')] 
[('', 'NN')] 
[('Devel', 'NN')] 
[('Biol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Lom', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('Hockberger', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('E', 'NN')] 
[('Is', 'NN')] 
[('laminin', 'NN')] 
[('guidance', 'NN')] 
[('cue', 'NN')] 
[('cerebellar', 'NN')] 
[('granule', 'NN')] 
[('cell', 'NN')] 
[('migration', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Neurobiol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('LuckenbillEdds', 'NNS')] 
[('', 'NN')] 
[('L', 'NN')] 
[('Laminin', 'NN')] 
[('mechanism', 'NN')] 
[('neuronal', 'JJ')] 
[('outgrowth', 'NN')] 
[('', 'NN')] 
[('Brain', 'NN')] 
[('Res', 'NN')] 
[('Rev', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Majeska', 'NN')] 
[('', 'NN')] 
[('R', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Port', 'NN')] 
[('', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Einhorn', 'NNS')] 
[('', 'NN')] 
[('T', 'NN')] 
[('A', 'DT')] 
[('Attachment', 'NN')] 
[('extracellular', 'NN')] 
[('matrix', 'NN')] 
[('molecules', 'NNS')] 
[('cells', 'NNS')] 
[('differing', 'VBG')] 
[('expression', 'NN')] 
[('osteoblastic', 'JJ')] 
[('traits', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('BoneMiner', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Mercurio', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('Laminin', 'NN')] 
[('receptors', 'NNS')] 
[('', 'NN')] 
[('Achieving', 'VBG')] 
[('specificity', 'NN')] 
[('cooperation', 'NN')] 
[('', 'NN')] 
[('Trends', 'NNS')] 
[('Cell', 'NN')] 
[('Biol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Merle', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('Delmas', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('D', 'NN')] 
[('Normal', 'JJ')] 
[('carboxylation', 'NN')] 
[('circulating', 'VBG')] 
[('osteocalcin', 'NN')] 
[('', 'NN')] 
[('bone', 'NN')] 
[('Glaprotein', 'NNP')] 
[('', 'NN')] 
[('Paget', 'VB')] 
[('’', 'NN')] 
[('disease', 'NN')] 
[('bone', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('Miner', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Miner', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('H', 'NN')] 
[('', 'NN')] 
[('Patton', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('L', 'NN')] 
[('', 'NN')] 
[('Lentz', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('I', 'PRP')] 
[('', 'NN')] 
[('Gilbert', 'NN')] 
[('', 'NN')] 
[('D', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Snider', 'NN')] 
[('', 'NN')] 
[('W', 'NN')] 
[('D', 'NN')] 
[('', 'NN')] 
[('Jenkins', 'NNS')] 
[('', 'NN')] 
[('NA', 'NN')] 
[('', 'NN')] 
[('Copemand', 'NN')] 
[('', 'NN')] 
[('NG', 'NN')] 
[('', 'NN')] 
[('andSanes', 'NNS')] 
[('', 'NN')] 
[('JRThelaminin', 'NN')] 
[('achains', 'NNS')] 
[('', 'NN')] 
[('Developmental', 'NN')] 
[('transitions', 'NNS')] 
[('', 'NN')] 
[('chromosomal', 'NN')] 
[('locations', 'NNS')] 
[('a', 'DT')] 
[('', 'NN')] 
[('identification', 'NN')] 
[('heterotri', 'NN')] 
[('meric', 'NN')] 
[('laminins', 'NNS')] 
[('', 'NN')] 
[('cloning', 'VBG')] 
[('novel', 'NN')] 
[('a', 'DT')] 
[('isoform', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Cell', 'NN')] 
[('Biol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Moursi', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Damsky', 'NN')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('H', 'NN')] 
[('', 'NN')] 
[('Lull', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Zimmerman', 'NN')] 
[('', 'NN')] 
[('D', 'NN')] 
[('', 'NN')] 
[('Doty', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Aota', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('I', 'PRP')] 
[('', 'NN')] 
[('Globus', 'NN')] 
[('', 'NN')] 
[('R', 'NN')] 
[('K', 'NNP')] 
[('Fibronectin', 'NN')] 
[('regulates', 'NNS')] 
[('calvarial', 'NN')] 
[('osteoblast', 'NN')] 
[('differentiation', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Cell', 'NN')] 
[('Sci', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Nefussi', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('R', 'NN')] 
[('', 'NN')] 
[('BoyLefevre', 'NN')] 
[('', 'NN')] 
[('M', 'NN')] 
[('L', 'NN')] 
[('', 'NN')] 
[('Boulekbache', 'NN')] 
[('', 'NN')] 
[('H', 'NN')] 
[('', 'NN')] 
[('Forest', 'JJS')] 
[('', 'NN')] 
[('N', 'NN')] 
[('Mineral', 'NN')] 
[('ization', 'NN')] 
[('vitro', 'NN')] 
[('matrix', 'NN')] 
[('formed', 'VBN')] 
[('osteoblasts', 'NNS')] 
[('isolated', 'JJ')] 
[('collagenasedigestion', 'NN')] 
[('', 'NN')] 
[('Differentiation', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Ogiso', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Hughes', 'NNS')] 
[('', 'NN')] 
[('F', 'NN')] 
[('J', 'NN')] 
[('', 'NN')] 
[('Melcher', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('H', 'NN')] 
[('', 'NN')] 
[('McCulloch', 'NN')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('A', 'DT')] 
[('G', 'NN')] 
[('Fibroblasts', 'NNS')] 
[('inhibit', 'NN')] 
[('mineralized', 'VBN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('rat', 'NN')] 
[('bone', 'NN')] 
[('marrow', 'NN')] 
[('stromal', 'NN')] 
[('cells', 'NNS')] 
[('invitro', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Cell', 'NN')] 
[('Physiol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Parfitt', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('Osteonal', 'JJ')] 
[('hemiosteonal', 'NN')] 
[('remodeling', 'VBG')] 
[('', 'NN')] 
[('The', 'DT')] 
[('spatial', 'JJ')] 
[('temporal', 'JJ')] 
[('framework', 'NN')] 
[('signal', 'NN')] 
[('traffic', 'NN')] 
[('adult', 'NN')] 
[('human', 'NN')] 
[('bone', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Cell', 'NN')] 
[('Biochem', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Rodan', 'NN')] 
[('', 'NN')] 
[('G', 'NN')] 
[('A', 'DT')] 
[('Rodan', 'NN')] 
