Increased, VERB 
kidney, NOUN 
RNA, PROPN 
samples, NOUN 
rice, NOUN 
Si, PROPN 
transporter, NOUN 
Lsi1, PROPN 
52,53, X 

, SPACE 
shows, VERB 
similarities, NOUN 
homology, NOUN 
mammalian, ADJ 
kidney, NOUN 

, SPACE 
AQPs, NOUN 
AQPs, NOUN 
differentially, ADV 
expressed, VERB 

, SPACE 
kidneys, NOUN 
Si, PROPN 
deprived, VERB 
group, NOUN 
suggesting, VERB 
potential, ADJ 
Si, PROPN 

, SPACE 
transport, NOUN 
i.e., X 
reabsorption, NOUN 
Si, PROPN 
urine, NOUN 
explaining, VERB 

, SPACE 
ourﬁnding, NOUN 
urinary, ADJ 
Si, PROPN 
conservation, NOUN 
group, NOUN 

, SPACE 
provide, VERB 
basis, NOUN 
test, NOUN 
assessment, NOUN 
Si, PROPN 
status, NOUN 

, SPACE 
2, X 
ﬁnding, NOUN 
Si, ADJ 
supplementation, NOUN 
drinking, NOUN 
water, NOUN 

, SPACE 
change, VERB 
bone, NOUN 
Si, PROPN 
concentrations, NOUN 
instructive, ADJ 
Despite, SCONJ 
increasing, VERB 

, SPACE 
dietary, ADJ 
Si, PROPN 
intakes, VERB 
24, NUM 
fold, VERB 
study, NOUN 

, SPACE 
incorporation, NOUN 
bone, NOUN 
achieved, VERB 
baseline, NOUN 
Si-, PROPN 

, SPACE 
deprived, VERB 
group, NOUN 
Fig.1, PROPN 
C, PROPN 
concentrations, NOUN 
ﬁve, NOUN 
fold, VERB 
lower, ADJ 

, SPACE 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 
reference, NOUN 
group, NOUN 

, SPACE 
Comparison, PROPN 
urinary, ADJ 
concentrations, NOUN 
indicated, VERB 
Si, PROPN 
uptake, NOUN 

, SPACE 
circulation, NOUN 
effective, ADJ 
Si, PROPN 
supplemented, VERB 
group, NOUN 

, SPACE 
comparable, ADJ 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 

, SPACE 
reference, NOUN 
group, NOUN 
Fig.1, PROPN 
B, PROPN 
lack, NOUN 
incorporation, NOUN 
bone, NOUN 

, SPACE 
Fig, PROPN 
1, NUM 
C, PROPN 
failure, NOUN 
absorption, NOUN 

, SPACE 
utilisation, NOUN 
suggest, VERB 
co, NOUN 
factor, NOUN 
probably, ADV 

, SPACE 
nutritional, ADJ 
required, VERB 
maximal, ADJ 
Si, PROPN 
uptake, NOUN 
bone, NOUN 

, SPACE 
co, NOUN 
factor, NOUN 
absent, ADJ 
animals, NOUN 
formulated, ADJ 
low-, ADJ 

, SPACE 
Si, PROPN 
feed, NOUN 
signi, NOUN 
ﬁcantly, ADV 
reduced, VERB 
sub, ADJ 
optimal, ADJ 
body, NOUN 

, SPACE 
weight, NOUN 
BMD, PROPN 
rats, NOUN 
formulated, ADJ 
feed, NOUN 
compared, VERB 

, SPACE 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 
rats, NOUN 
Fig, PROPN 
2, NUM 
suggest, VERB 

, SPACE 
different, ADJ 
nutritional, ADJ 
contents, NOUN 
feeds, NOUN 
translate, VERB 
physio-, VERB 

, SPACE 
logical, ADJ 
effects, NOUN 
Byconsidering, VERB 
differences, NOUN 
feeds, NOUN 

, SPACE 
possible, ADJ 
identify, VERB 
dietary, ADJ 
component(s, PROPN 
facilitateSi, NOUN 
entry, NOUN 
bone, NOUN 
Major, ADJ 
differences, NOUN 
diets, NOUN 

, SPACE 
vitamins, NOUN 
K, PROPN 
B2, NOUN 
B3, PROPN 
B5, PROPN 
minerals, NOUN 
including, VERB 
cobalt, NOUN 
magnesium, NOUN 

, SPACE 
iron, NOUN 
zinc, NOUN 
Vitamin, NOUN 
K, PROPN 
adequate, ADJ 
diets, NOUN 
15-, NUM 

, SPACE 
times, NOUN 
lower, ADJ 
formulated, ADJ 
low, ADJ 
Si, ADJ 
feed, NOUN 
Vitamin, NOUN 
K, PROPN 
important, ADJ 

, SPACE 
bone, NOUN 
health, NOUN 
co, NOUN 
factor, NOUN 
carboxylation, NOUN 
osteocalcin, PROPN 

, SPACE 
abundant, ADJ 
non, ADJ 
collagenous, ADJ 
protein, NOUN 
bone, NOUN 
54,55, X 

, SPACE 
Osteocalcin, PROPN 
involved, VERB 
bone, NOUN 
mineralisation, NOUN 
exact, ADJ 

, SPACE 
mechanisms, NOUN 
known, VERB 
Vitamin, NOUN 
K, PROPN 
de, X 
ﬁciency, NOUN 
results, VERB 

, SPACE 
increase, NOUN 
undercarboxylated, ADJ 
osteocalcin, NOUN 
increased, VERB 

, SPACE 
bone, NOUN 
loss, NOUN 
low, ADJ 
bone, NOUN 
mineral, NOUN 
density, NOUN 
increased, VERB 
fractures, NOUN 

, SPACE 
54, NUM 
van, PROPN 
Summersen, PROPN 
55, NUM 
recently, ADV 
reported, VERB 
better, ADJ 

, SPACE 
vitamin, NOUN 
K, NOUN 
status, NOUN 
associated, VERB 
pronounced, ADJ 

, SPACE 
increase, NOUN 
BMD, PROPN 
young, ADJ 
children, NOUN 
suggestion, NOUN 

, SPACE 
vitamin, NOUN 
K, NOUN 
status, NOUN 

, SPACE 
ﬂuence, NOUN 
bone, NOUN 
mineralisation, NOUN 

, SPACE 
BMD, PROPN 
ﬂuence, NOUN 
incorporation, NOUN 
minerals, NOUN 

, SPACE 
including, VERB 
Si, PROPN 
bone, NOUN 
Serum, PROPN 
osteocalcin, PROPN 
under-, ADJ 

, SPACE 
carboxylated, VERB 
osteocalcin, NOUN 
measured, VERB 
groups, NOUN 

, SPACE 
difference, NOUN 
found, VERB 
groups, NOUN 

, SPACE 
undercarboxylated, ADJ 
osteocalcin, PROPN 
marker, NOUN 
vitamin, NOUN 
K, NOUN 

, SPACE 
status, NOUN 
54,55, X 
Interestingly, ADV 
fasting, VERB 
serum, NOUN 
bone, NOUN 

, SPACE 
tibia, PROPN 
elements, NOUN 
different, ADJ 
Si, PROPN 
rats, NOUN 

, SPACE 
diets, NOUN 
suggesting, VERB 
missing, VERB 
co, NOUN 
factor, NOUN 
speci, VERB 
ﬁct, PROPN 
o, PROPN 

, SPACE 
Si, PROPN 
incorporation, NOUN 
elements, NOUN 
minerals, NOUN 

, SPACE 
3, X 
Despite, SCONJ 
Si, PROPN 
supplementation, NOUN 
having, VERB 
effect, NOUN 
bone, NOUN 
Si, PROPN 
con-, NOUN 

, SPACE 
centrations, NOUN 
multiple, ADJ 
markers, NOUN 
bone, NOUN 
quality, NOUN 

, SPACE 
specially, ADV 
formulated, VERB 
low, ADJ 
Si, ADJ 
feed, NOUN 
observe, VERB 
effects, NOUN 

, SPACE 
Fig, PROPN 
6, NUM 
Serum, PROPN 
CTx, PROPN 
measured, VERB 
necropsy, ADJ 
Si, PROPN 
deprived, VERB 
n=20, PROPN 
rats, NOUN 
Si-, PROPN 

, SPACE 
supplemented, VERB 
n=10, PROPN 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 
reference, NOUN 
n=10, PROPN 
groups, NOUN 

, SPACE 
Serum, PROPN 
CTx, PROPN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 
P=0.04, NOUN 
unpaired, ADJ 
tailed, VERB 
Student, PROPN 
t, NOUN 
test, NOUN 

, SPACE 
Si, PROPN 
supplemented, VERB 
group, NOUN 
compared, VERB 
Si, PROPN 
deprived, VERB 
group, NOUN 
nosigniﬁcant, NOUN 
difference, NOUN 
groups, NOUN 
Si, PROPN 
deprived, VERB 
squares, NOUN 
Si-, PROPN 

, SPACE 
supplemented, VERB 
circles, NOUN 
monthly, ADJ 
samples, NOUN 
collected, VERB 
study, NOUN 
B, NOUN 
Mean, VERB 

, SPACE 
monthly, ADJ 
serum, NOUN 
CTx, NOUN 
shown, VERB 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, NOUN 
group, NOUN 

, SPACE 
reference, NOUN 
normal, ADJ 
rats, NOUN 
dotted, VERB 
line).604, NOUN 
R., PROPN 
Jugdaohsingh, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
43, NUM 
2008, NUM 
596, NUM 
606, NUM 

, SPACE 
certain, ADJ 
outcomes, NOUN 
robust, ADJ 
adjustment, NOUN 

, SPACE 
multiple, ADJ 
comparisons, NOUN 
appropriate, ADJ 
clear, ADJ 

, SPACE 
differences, NOUN 
phosphorus, NOUN 
content, NOUN 
bone, NOUN 
b, NOUN 
length, NOUN 

, SPACE 
animals, NOUN 
week, NOUN 
18, NUM 
onwards, NOUN 
c, NOUN 
length, NOUN 

, SPACE 
bones, NOUN 
necropsy, ADJ 
apparent, ADJ 
reduction, NOUN 
growth, NOUN 
plate, NOUN 

, SPACE 
thickness, NOUN 
increase, NOUN 
chondrocyte, ADJ 
density, NOUN 
data, NOUN 

, SPACE 
indicate, VERB 
circulating, VERB 
Si, PROPN 
ﬂuence, NOUN 
chondro-, NOUN 

, SPACE 
cyte, NOUN 
function, NOUN 
directly, ADV 
c.f, PROPN 
correlations, NOUN 
bone, NOUN 
lengths, NOUN 

, SPACE 
serum, PROPN 
Si, PROPN 
Fig, PROPN 
3, NUM 
effects, NOUN 
osteoblast, ADJ 
function, NOUN 
and/or, CCONJ 
bone, NOUN 

, SPACE 
quality, NOUN 
require, VERB 
incorporation, NOUN 
Si, PROPN 
bone, NOUN 

, SPACE 
Previous, ADJ 
studies, NOUN 
reported, VERB 
Si, PROPN 
supplementation, NOUN 
marginally, ADV 

, SPACE 
increases, VERB 
P, NOUN 
calves, NOUN 
21, NUM 
tibia, NOUN 
quails, NOUN 

, SPACE 
supplemented, VERB 
Si, PROPN 
40,56, NUM 
increased, VERB 
serum, NOUN 
P, NOUN 
Si-, NOUN 

, SPACE 
supplemented, VERB 
rats, NOUN 
compared, VERB 
Si, PROPN 
depleted, VERB 
rats, NOUN 
suggests, VERB 
Si, PROPN 

, SPACE 
increases, VERB 
availability, NOUN 
utilisation, NOUN 
incorporation, NOUN 
bone, NOUN 

, SPACE 
dietary, ADJ 
P, NOUN 
40, NUM 
Feed, NOUN 
intake, NOUN 
Si, PROPN 
supplemented, VERB 
rats, NOUN 
lower, ADJ 
Si-, NOUN 

, SPACE 
depleted, VERB 
rats, NOUN 
49.2±2.0, NUM 
g, PROPN 
kg, PROPN 
body, NOUN 
weight, NOUN 
versus, ADP 
52.6±1.8, PROPN 
g, PROPN 
kg, PROPN 
body, NOUN 

, SPACE 
P=0.015, PROPN 
water, NOUN 
intake, NOUN 
different, ADJ 
73.7±6.1, NOUN 
g, PROPN 
kg, PROPN 
body, NOUN 
weight, NOUN 

, SPACE 
versus, ADP 
72.5±2.6, PROPN 
g, PROPN 
kg, PROPN 
body, NOUN 
weight, NOUN 
P=0.75, PROPN 

, SPACE 
Interestingly, ADV 
effects, NOUN 
observed, VERB 
chondrocyte-, PROPN 

, SPACE 
dominated, VERB 
growth, NOUN 
plate, NOUN 
resonances, NOUN 
estrogen, PROPN 
de, ADP 
ﬁcient, NOUN 

, SPACE 
states, NOUN 
Estrogen, PROPN 
de, X 
ﬁciency, NOUN 
men, NOUN 
aromatase, NOUN 

, SPACE 
deﬁciency, NOUN 
57, NUM 
estrogen, VERB 
receptor, NOUN 
defects, NOUN 
58, NUM 
leads, VERB 
failure, NOUN 

, SPACE 
close, VERB 
growth, NOUN 
plate, NOUN 
accelerated, VERB 
longitudinal, ADJ 
radial, ADJ 
bone, NOUN 

, SPACE 
growth, NOUN 
leading, VERB 
longer, ADJ 
bones, NOUN 
rats, NOUN 
growth, NOUN 
plate, NOUN 

, SPACE 
closes, VERB 
effects, NOUN 
estrogen, NOUN 
dif, ADV 
ﬁcult, NOUN 
determine, VERB 

, SPACE 
estrogen, PROPN 
clearly, ADV 
plays, VERB 
role, NOUN 
longitudinal, ADJ 
growth, NOUN 

, SPACE 
current, ADJ 
study, NOUN 
thinner, ADJ 
growth, NOUN 
plate, NOUN 
Si, PROPN 
depleted, VERB 
rats, NOUN 

, SPACE 
similar, ADJ 
effect, NOUN 
estrogen, NOUN 
necropsy, ADJ 
total, ADJ 
serum, NOUN 

, SPACE 
estradiol, PROPN 
concentrations, NOUN 
different, ADJ 
groups, NOUN 

, SPACE 
Fig, PROPN 
7, NUM 
association, NOUN 
serum, PROPN 
estradiol, PROPN 

, SPACE 
bone, NOUN 
length, NOUN 
body, NOUN 
length, NOUN 
serum, PROPN 
Si, PROPN 
measures, NOUN 
collected, VERB 

, SPACE 
data, NOUN 
shown, VERB 
expression, NOUN 
estrogen, NOUN 

, SPACE 
receptors, NOUN 
appropriate, ADJ 
measure, NOUN 
59,60, NUM 

, SPACE 
assessed, VERB 
Radial, ADJ 
measurement, NOUN 
femurs, NOUN 

, SPACE 
serum, PROPN 
IGF-1, PROPN 
tended, VERB 
higher, ADJ 
Si, PROPN 
deprived, VERB 
rats, NOUN 

, SPACE 
reach, VERB 
statistical, ADJ 
signi, NOUN 
ﬁcance, NOUN 
P=0.28, NOUN 
P=0.09, PROPN 
respectively, ADV 

, SPACE 
data, NOUN 
shown, VERB 
evidence, NOUN 
Si, PROPN 
estradiol, NOUN 

, SPACE 
interaction, NOUN 
vitro, X 
Jugdaohsingh, PROPN 
Powell, PROPN 
unpublished, VERB 

, SPACE 
observations, NOUN 
vivo, NOUN 
epidemiological, ADJ 
studies, NOUN 
shown, VERB 

, SPACE 
positive, ADJ 
association, NOUN 
dietary, ADJ 
Si, PROPN 
intake, NOUN 
bone, NOUN 
mineral, NOUN 

, SPACE 
density, NOUN 
strongly, ADV 
pre, ADJ 
menopausal, ADJ 
women, NOUN 
men, NOUN 

, SPACE 
post, ADJ 
menopausal, ADJ 
women, NOUN 
18, NUM 
results, NOUN 
pre-, NOUN 
post-, ADJ 

, SPACE 
menopausal, NOUN 
recently, ADV 
replicated, VERB 
UK, PROPN 
women, NOUN 
cohort[16, PROPN 
showed, VERB 
strong, ADJ 
association, NOUN 
pre, ADJ 
menopausal, ADJ 
women, NOUN 

, SPACE 
decrease, NOUN 
association, NOUN 
peri, VERB 
menopausal, ADJ 
women, NOUN 

, SPACE 
included, VERB 
association, NOUN 
post, ADJ 
menopausal, ADJ 
women, NOUN 
addition, NOUN 

, SPACE 
showed, VERB 
positive, PROPN 
association, NOUN 
correlation, NOUN 
Si, PROPN 

, SPACE 
intake, NOUN 
BMD, PROPN 
restored, VERB 
post, ADJ 
menopausal, ADJ 
women, NOUN 
taking, VERB 

, SPACE 
hormone, NOUN 
replacement, NOUN 
therapy, NOUN 
16, NUM 
Associations, NOUN 
strongest, ADJ 

, SPACE 
current, ADJ 
HRT, NOUN 
users, NOUN 
slightly, ADV 
signi, NOUN 
ﬁcant, NOUN 
past, ADJ 
users, NOUN 

, SPACE 
HRT, NOUN 
Si, PROPN 
required, VERB 
effective, ADJ 
bone, NOUN 
activity, NOUN 
estradiol, PROPN 

, SPACE 
orvice, ADV 
versa, ADV 
modi, VERB 
ﬁes, ADJ 
growth, NOUN 
plate, NOUN 
dynamics, NOUN 
cell, NOUN 

, SPACE 
proliferation, NOUN 
cell, NOUN 
hypertrophy, NOUN 
addressed, VERB 
studies, NOUN 

, SPACE 
study, NOUN 
ﬁrst, NOUN 
report, VERB 
vivo, ADJ 
effect, NOUN 
Si, PROPN 
i.e., X 

, SPACE 
longitudinal, ADJ 
growth, NOUN 
despite, SCONJ 
apparent, ADJ 
severe, ADJ 
Si, PROPN 
de, X 
ﬁciency, NOUN 

, SPACE 
original, ADJ 
studies, NOUN 
Carlisle, PROPN 
10, NUM 
Schwarz, PROPN 
Milne, PROPN 
11, NUM 

, SPACE 
earlier, ADJ 
investigations, NOUN 
immature, ADJ 
male, NOUN 
Leghorn, PROPN 

, SPACE 
cockerels, NOUN 
10, NUM 
male, NOUN 
Fisher, PROPN 
344, NUM 
rats, NOUN 
11, NUM 

, SPACE 
importantly, ADV 
studies, NOUN 
short, ADJ 
term, NOUN 
3, NUM 
5, NUM 
weeks, NOUN 
data, NOUN 

, SPACE 
suggest, VERB 
differences, NOUN 
bone, NOUN 
length, NOUN 
body, NOUN 
lengths, NOUN 

, SPACE 
begin, VERB 
puberty, NOUN 
~12, NOUN 
weeks, NOUN 
rat, NOUN 
Fig, PROPN 
3, NUM 
female, ADJ 

, SPACE 
rats, NOUN 
hypothesis, VERB 
similar, ADJ 
results, NOUN 

, SPACE 
obtained, VERB 
male, ADJ 
rats, NOUN 
magnitude, NOUN 
differences, NOUN 

, SPACE 
based, VERB 
epidemiological, ADJ 
ﬁndings, NOUN 
18, NUM 

, SPACE 
conclusion, NOUN 
studies, NOUN 
1970s, NOUN 

, SPACE 
unable, ADJ 
reproduce, VERB 
profound, ADJ 
Si, PROPN 
de, X 
ﬁciency, NOUN 
state, NOUN 
reported, VERB 
rats, NOUN 

, SPACE 
Schwarz, PROPN 
Milne, PROPN 
11, NUM 
chickens, NOUN 
Carlisle, PROPN 
10].W, NUM 
e, NOUN 

, SPACE 
presume, VERB 
dietary, ADJ 
Si, PROPN 
levels, NOUN 
high, ADJ 
Si-, NOUN 

, SPACE 
deprived, VERB 
formulated, ADJ 
diet, NOUN 
older, ADJ 
studies, NOUN 
observing, VERB 

, SPACE 
co, ADJ 
de, ADJ 
ﬁciency, NOUN 
diets, NOUN 
diet, NOUN 
produced, VERB 

, SPACE 
co, ADJ 
de, ADJ 
ﬁciency, NOUN 
allow, VERB 
Si, PROPN 
incorporation, NOUN 
bone, NOUN 

, SPACE 
possible, ADJ 
animals, NOUN 
pre, VERB 
loaded, ADJ 
Si, PROPN 
perinatally, ADV 
prior, ADV 

, SPACE 
transfer, NOUN 
low, ADJ 
Si, ADJ 
diet, NOUN 
weeks, NOUN 
age, NOUN 
Schwarz, PROPN 

, SPACE 
Milne, PROPN 
11, NUM 
removed, VERB 
normal, ADJ 
chow, NOUN 
pellets, NOUN 
nursing, NOUN 

, SPACE 
mothers, NOUN 
17th, ADJ 
day, NOUN 
post, NOUN 
partum, NOUN 
minimise, VERB 
Si, PROPN 
exposure, NOUN 

, SPACE 
pups, NOUN 
Carlisle, PROPN 
10, NUM 
chicks, NOUN 
low, ADJ 
Si, ADJ 
diet, NOUN 
fed, VERB 

, SPACE 
early, ADJ 
age, NOUN 
additionally, ADV 
yolk, NOUN 
sacs, NOUN 
removed, VERB 
i.e., X 

, SPACE 
chicks, NOUN 
deutectomised, VERB 
minimise, VERB 
maternal, ADJ 
Si, PROPN 
transfer, NOUN 

, SPACE 
work, NOUN 
use, NOUN 
second, ADJ 
generation, NOUN 
offspring, NOUN 
Si, PROPN 
deprived, VERB 

, SPACE 
mothers, NOUN 
help, VERB 
reduce, VERB 
body, NOUN 
stores, NOUN 
Si, PROPN 

, SPACE 
explain, VERB 
supplemental, ADJ 
Si, PROPN 
failed, VERB 
replete, VERB 
bone, NOUN 

, SPACE 
Si, PROPN 
levels, NOUN 
observed, VERB 
reference, NOUN 
group, NOUN 
animals, NOUN 

, SPACE 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
diet, NOUN 
observedin, VERB 
Si, PROPN 
deprived, VERB 
group, NOUN 
Fig, PROPN 
1, NUM 
Apart, ADV 
possible, ADJ 
absence, NOUN 

, SPACE 
essential, ADJ 
dietary, ADJ 
co, NOUN 
factor, NOUN 
noted, VERB 
possible, ADJ 

, SPACE 
Si, PROPN 
supplemented, VERB 
group, NOUN 
received, VERB 
little, ADJ 
Si, PROPN 
detect, VERB 
difference, NOUN 

, SPACE 
compared, VERB 
Si, PROPN 
deprived, VERB 
animals, NOUN 
Schwarz, PROPN 
Milne, PROPN 
11, NUM 

, SPACE 
supplemented, VERB 
rats, NOUN 
500, NUM 
µg, ADP 
Si, PROPN 
g, PROPN 
diet, NOUN 
noted, VERB 
lower, ADJ 

, SPACE 
levels, NOUN 
supplementation, NOUN 
gave, VERB 
lesser, ADJ 
statistically, ADV 
insigni, VERB 
ﬁcant, ADJ 

, SPACE 
results, VERB 
wrote, VERB 
relative, ADJ 
trace, NOUN 
elements, NOUN 

, SPACE 
Si, PROPN 
needed, VERB 
large, ADJ 
.”[11, X 
Carlisle, PROPN 
10, NUM 

, SPACE 
supplemented, VERB 
chick, ADJ 
diet, NOUN 
100, NUM 
µg, ADP 
Si, PROPN 
g, PROPN 
diet, PROPN 
similar, ADJ 

, SPACE 
level, NOUN 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
rats, NOUN 
received, VERB 
53, NUM 
µg, ADP 
Si, PROPN 
g, PROPN 

, SPACE 
drinking, NOUN 
water, NOUN 

, SPACE 
years, NOUN 
studies, NOUN 

, SPACE 
reported, VERB 
quantitative, ADJ 
changes, NOUN 
bone, NOUN 
markers, NOUN 
Si, PROPN 
deprivation, NOUN 

, SPACE 
animals, NOUN 
profound, ADJ 
changes, NOUN 
bone, NOUN 
connective, ADJ 
tissue, NOUN 
health, NOUN 

, SPACE 
reviewed, VERB 
Sripanyakorn, PROPN 
et, PROPN 
al, PROPN 
48, NUM 
consistent, ADJ 
pattern, NOUN 

, SPACE 
emerged, VERB 
suggest, VERB 
marker, NOUN 
pattern, NOUN 
markers, NOUN 

, SPACE 
ﬂ, NOUN 

, SPACE 
uenced, VERB 
Si, PROPN 
status, NOUN 
markers, NOUN 
collagen, NOUN 
turnover, NOUN 

, SPACE 
tend, VERB 
affected, VERB 
48, NUM 

, SPACE 
reduction, NOUN 
bone, NOUN 
Si, PROPN 
deprived, VERB 
group, NOUN 
corresponding, ADJ 
reduction, NOUN 

, SPACE 
bone, NOUN 
quality, NOUN 
including, VERB 
markers, NOUN 
collagen, NOUN 
turnover, NOUN 
unsurpris-, ADJ 

, SPACE 
ing, ADJ 
Nonetheless, ADV 
observations, NOUN 
urinary, ADJ 
conservation, NOUN 
Si, PROPN 

, SPACE 
changes, NOUN 
bone, NOUN 
body, NOUN 
length, NOUN 
growth, NOUN 
plate, NOUN 
bone, NOUN 
phosphorus, NOUN 

, SPACE 
concentrations, NOUN 
signi, NOUN 
ﬁcant, NOUN 
novel, NOUN 
deserve, VERB 
study, NOUN 

, SPACE 
ﬁndings, NOUN 
hypothesis, NOUN 
co, NOUN 
factor, NOUN 
required, VERB 

, SPACE 
efﬁcient, NOUN 
Si, PROPN 
uptake, NOUN 
bone, NOUN 
throw, VERB 
light, NOUN 
elusive, ADJ 
biological, ADJ 

, SPACE 
role, NOUN 
Si, PROPN 

, SPACE 
Fig, PROPN 
7, X 
Serum, PROPN 
estradiol, NOUN 
measured, VERB 
necropsy, ADJ 
Si, PROPN 
deprived, VERB 
n=20, PROPN 
rats, NOUN 
Si-, PROPN 

, SPACE 
supplemented, VERB 
n=10, PROPN 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 
reference, NOUN 
n=10, PROPN 
groups, NOUN 

, SPACE 
signi, NOUN 
ﬁcant, NOUN 
difference, NOUN 
groups, NOUN 
Si, PROPN 
deprived, VERB 
vs., ADP 
Si-, NOUN 

, SPACE 
supplemented, VERB 
unpaired, ADJ 
tailed, VERB 
Student, PROPN 
t, NOUN 
test, NOUN 
association, NOUN 

, SPACE 
measures, NOUN 
collected, VERB 
serum, PROPN 
Si, PROPN 
bone, NOUN 
length, NOUN 
body, NOUN 
length, NOUN 
etc.).605, PROPN 
R., PROPN 
Jugdaohsingh, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
43, NUM 
2008, NUM 
596, NUM 
606, NUM 

, SPACE 
Acknowledgments, NOUN 

, SPACE 
thank, VERB 
Bone, PROPN 
Group, PROPN 
MRC, PROPN 
Human, PROPN 
Nutrition, PROPN 
Research, PROPN 

, SPACE 
Drs, PROPN 
Joanne, PROPN 
Price, PROPN 
Department, PROPN 
Basic, PROPN 
Sciences, PROPN 
Royal, PROPN 
Veterinary, PROPN 

, SPACE 
College, PROPN 
London, PROPN 
UK, PROPN 
Roger, PROPN 
Brooks, PROPN 
Orthopaedic, PROPN 
Research, PROPN 
Unit, PROPN 

, SPACE 
Addenbrooke, PROPN 
Hospital, PROPN 
Cambridge, PROPN 
UK, PROPN 
useful, ADJ 
advice, NOUN 

, SPACE 
discussions, NOUN 
Dr, PROPN 
Mike, PROPN 
Wheeler, PROPN 
Department, PROPN 
Chemical, PROPN 
Pathol, PROPN 
ogy, NOUN 
St, PROPN 
Thomas, PROPN 
Hospital, PROPN 
London, PROPN 
UK, PROPN 
serum, PROPN 
estradiol, PROPN 

, SPACE 
measurements, NOUN 
authors, NOUN 
contributions, NOUN 
follows, VERB 
RJ, PROPN 
MRC, PROPN 

, SPACE 
SHCA, PROPN 
RPHT, PROPN 
JJP, PROPN 
concept, NOUN 
design, NOUN 
study, NOUN 
RJ, PROPN 
MRC, PROPN 

, SPACE 
KR, PROPN 
experimental, ADJ 
analytical, ADJ 
aspects, NOUN 
manuscript, NOUN 
FN, PROPN 
speci-, PROPN 

, SPACE 
ﬁcally, ADV 
formulated, VERB 
low, ADJ 
Si, ADJ 
rodent, ADJ 
feed, NOUN 
advice, NOUN 
consultation, NOUN 
PDH, PROPN 

, SPACE 
histomorphometric, ADJ 
measurements, NOUN 
PG, PROPN 
BMD, PROPN 
measurements, NOUN 

, SPACE 
mechanical, ADJ 
tests, NOUN 
NL, PROPN 
growth, NOUN 
plate, NOUN 
analyses, NOUN 
advice, NOUN 
consulta-, NOUN 

, SPACE 
tion, NOUN 
RJ, PROPN 
study, NOUN 
coordinator, NOUN 
lead, VERB 
researcher, NOUN 
provided, VERB 
re-, ADJ 

, SPACE 
mainder, NOUN 
analyses, NOUN 
RJ, PROPN 
JJP, PROPN 
data, NOUN 
interpretation, NOUN 
presentation, NOUN 

, SPACE 
writing, NOUN 
ﬁrst, ADJ 
draft, NOUN 
manuscript, NOUN 
RPHT, PROPN 
signi, NOUN 
ﬁcant, NOUN 

, SPACE 
advice, NOUN 
consultation, NOUN 

, SPACE 
References, NOUN 

, SPACE 
1, X 
Sjöberg, PROPN 
S., PROPN 
Silica, PROPN 
aqueous, ADJ 
environments, NOUN 
Journal, PROPN 
Non, PROPN 
Crystalline, PROPN 
Solids, PROPN 

, SPACE 
1996;196:51, NOUN 
7, NUM 

, SPACE 
2, X 
Carlisle, PROPN 
EM, PROPN 
Silicon, PROPN 
essential, ADJ 
trace, NOUN 
element, NOUN 
animal, NOUN 
nutrition, NOUN 
Evered, VERB 
D, NOUN 

, SPACE 
O'Connor, PROPN 
M, PROPN 
editors, NOUN 
Silicon, PROPN 
biochemistry, NOUN 
Ciba, PROPN 
Foundation, PROPN 
symposium, NOUN 
121, NUM 

, SPACE 
Chichester, PROPN 
John, PROPN 
Wiley, PROPN 
Sons, PROPN 
Ltd, PROPN 
1986, NUM 
p., NOUN 
123, NUM 
39, NUM 

, SPACE 
3, X 
Dobbie, PROPN 
JW, PROPN 
Smith, PROPN 
MJB, PROPN 
silicon, NOUN 
content, NOUN 
body, NOUN 
ﬂuids, NOUN 
Scot, PROPN 
Med, PROPN 
J, PROPN 
1982;27:17, PROPN 
9, NUM 

, SPACE 
4, X 
Jugdaohsingh, PROPN 
R, NOUN 
Anderson, PROPN 
SH, PROPN 
Tucker, PROPN 
KL, PROPN 
Elliott, PROPN 
H, PROPN 
Kiel, PROPN 
DP, PROPN 
Thompson, PROPN 
RPH, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Dietary, PROPN 
