Selective, ADJ 
safety, NOUN 
transformation, NOUN 
potential, NOUN 

, SPACE 
48, NUM 

, SPACE 
conclusion, NOUN 
described, VERB 
easy, ADJ 
reproducible, ADJ 
method, NOUN 

, SPACE 
isolating, VERB 
expanding, VERB 
highly, ADV 
homogenous, ADJ 
population, NOUN 
cells, NOUN 

, SPACE 
naturally, ADV 
produced, VERB 
response, NOUN 
growth, NOUN 
hESC, PROPN 
feeder-, NOUN 

, SPACE 
free, ADJ 
conditions, NOUN 
cells, NOUN 
shown, VERB 
mesenchymal-, ADJ 

, SPACE 
like, INTJ 
phenotype, NOUN 
proven, VERB 
robust, NOUN 
vitro, X 

, SPACE 
osteoblastic, ADJ 
differentiation, NOUN 
capacity, NOUN 
equal, ADJ 

, SPACE 
differentiation, NOUN 
potential, NOUN 
known, VERB 
osteogenic, ADJ 
cell, NOUN 
lines, NOUN 

, SPACE 
cells, NOUN 
form, VERB 
teratoma, NOUN 
implanted, VERB 
vivo, NOUN 
cells, NOUN 
present, VERB 

, SPACE 
important, ADJ 
alternative, NOUN 
human, ADJ 
MSC, PROPN 
studies, NOUN 
osteoblast, ADJ 

, SPACE 
differentiation, NOUN 
important, ADJ 
tool, NOUN 
progression, NOUN 

, SPACE 
cell, NOUN 
based, VERB 
therapy, NOUN 
bone, NOUN 
diseases, NOUN 
requiring, VERB 
bone, NOUN 
regeneration, NOUN 

, SPACE 
Supplementary, PROPN 
materials, NOUN 
related, VERB 
article, NOUN 
found, VERB 
online, NOUN 

, SPACE 
atdoi:10.1016, PROPN 
j.bone.2010.09.023, PROPN 

, SPACE 
Disclaimer, PROPN 

, SPACE 
authors, NOUN 
potential, ADJ 
con, NOUN 
ﬂict, NOUN 
interest, NOUN 

, SPACE 
Acknowledgments, NOUN 

, SPACE 
authors, NOUN 
wish, VERB 
thank, VERB 
Ms., PROPN 
Lone, PROPN 
Christiansen, PROPN 
Ms, PROPN 
Bianca, PROPN 

, SPACE 
Jørgensen, PROPN 
Mrs, PROPN 
Stephanie, PROPN 
Shouse, PROPN 
excellent, ADJ 
technical, ADJ 
assis-, ADJ 

, SPACE 
tance, NOUN 
work, NOUN 
supported, VERB 
grants, NOUN 
Lundbeck, PROPN 

, SPACE 
Foundation, PROPN 
Novo, PROPN 
Nordisk, PROPN 
Foundation, PROPN 
local, ADJ 
grant, NOUN 

, SPACE 
supplied, VERB 
University, PROPN 
Hospital, PROPN 
Odense, PROPN 

, SPACE 
References, NOUN 

, SPACE 
1, NUM 
Kassem, PROPN 
M, PROPN 
Abdallah, PROPN 
B., PROPN 
Human, PROPN 
bone, NOUN 
marrow, NOUN 
derived, VERB 
mesenchymal, NOUN 
stem, NOUN 
cells, NOUN 

, SPACE 
biological, ADJ 
characteristics, NOUN 
potential, ADJ 
role, NOUN 
therapy, NOUN 
degenerative, ADJ 
diseases, NOUN 

, SPACE 
Cell, PROPN 
Tissue, PROPN 
Res, PROPN 
2008;331:157, PROPN 
63, NUM 

, SPACE 
2, X 
Cowan, PROPN 
Klimanskaya, PROPN 
McMahon, PROPN 
J, PROPN 
Atienza, PROPN 
J, PROPN 
Witmyer, PROPN 
J, PROPN 
Zucker, PROPN 
JP, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Derivation, PROPN 
embryonic, ADJ 
stem, NOUN 
cell, NOUN 
lines, NOUN 
human, ADJ 
blastocysts, NOUN 
N, PROPN 
Engl, PROPN 
J, PROPN 
Med2004;350:1353, PROPN 
6, NUM 

, SPACE 
3, X 
Karsenty, PROPN 
G., PROPN 
Minireview, PROPN 
transcriptional, ADJ 
control, NOUN 
osteoblast, ADJ 
differentiation, NOUN 

, SPACE 
Endocrinology, NOUN 
2001;142:2731, NUM 
3, NUM 

, SPACE 
4, X 
Arpornmaeklong, PROPN 
P, NOUN 
Brown, PROPN 
SE, PROPN 
Wang, PROPN 
Z, PROPN 
Krebsbach, PROPN 
PH, PROPN 
Phenotypic, ADJ 
characteriza-, ADJ 

, SPACE 
tion, NOUN 
osteoblastic, ADJ 
differentiation, NOUN 
bone, NOUN 
regeneration, NOUN 
capacity, NOUN 
human, ADJ 

, SPACE 
embryonic, ADJ 
stem, NOUN 
cell, NOUN 
derived, VERB 
mesenchymal, NOUN 
stem, NOUN 
cells, NOUN 
Stem, PROPN 
Cells, PROPN 
Dev, PROPN 
2009;18, PROPN 

, SPACE 
1–14, PROPN 

, SPACE 
5, X 
Bielby, PROPN 
RC, PROPN 
Boccaccini, PROPN 
AR, PROPN 
Polak, PROPN 
JM, PROPN 
Buttery, PROPN 
LDK, PROPN 
vitro, ADJ 
differentiation, NOUN 
vivo, NOUN 

, SPACE 
mineralization, NOUN 
osteogenic, ADJ 
cells, NOUN 
derived, VERB 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 

, SPACE 
Tissue, PROPN 
Eng, PROPN 
2004;10:1518, PROPN 
25, NUM 

, SPACE 
6, X 
Brown, ADJ 
SE, PROPN 
Tong, PROPN 
W, PROPN 
Krebsbach, PROPN 
PH, PROPN 
derivation, NOUN 
mesenchymal, ADJ 
stem, NOUN 
cells, NOUN 

, SPACE 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
Cells, PROPN 
Tissues, PROPN 
Organs, PROPN 
2009;189:256, NUM 
60, NUM 

, SPACE 
7, X 
Hwang, PROPN 
NS, PROPN 
Varghese, PROPN 
S, PROPN 
Zhang, PROPN 
Z, PROPN 
Ye, PROPN 
Z, PROPN 
Cheng, PROPN 
L, PROPN 
Elisseeff, PROPN 
J., PROPN 
vivo, ADJ 
commitment, NOUN 

, SPACE 
functional, ADJ 
tissue, NOUN 
regeneration, NOUN 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cell, NOUN 
derived, VERB 

, SPACE 
mesenchymal, NOUN 
cells, NOUN 
PNAS, PROPN 
2008;105:20641, NUM 
6, NUM 

, SPACE 
8, X 
Sottile, PROPN 
V, PROPN 
Thomson, PROPN 
McWhir, PROPN 
J., PROPN 
vitro, X 
osteogenic, ADJ 
differentiation, NOUN 
human, ADJ 
ES, PROPN 

, SPACE 
cells, NOUN 
Cloning, VERB 
Stem, PROPN 
Cells, PROPN 
2003;5:149, NUM 
55, NUM 

, SPACE 
9, X 
Tremoleda, PROPN 
JL, PROPN 
Forsyth, PROPN 
NR, PROPN 
Khan, PROPN 
NS, PROPN 
Wojtacha, PROPN 
D, PROPN 
Christodoulou, PROPN 
Tye, PROPN 
BJ, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 

, SPACE 
tissue, NOUN 
formation, NOUN 
human, PROPN 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
vivo, NOUN 
Cloning, VERB 
Stem, PROPN 
Cells, PROPN 

, SPACE 
2008;10:119, NOUN 
32, NUM 

, SPACE 
10, NUM 
Boyd, PROPN 
NL, PROPN 
Robbins, PROPN 
KR, PROPN 
Dhara, PROPN 
SK, PROPN 
West, PROPN 
FD, PROPN 
Stice, PROPN 
SL, PROPN 
Human, ADJ 
embryonic, ADJ 
stem, NOUN 
cell, NOUN 

, SPACE 
derived, VERB 
mesoderm, NOUN 
like, ADJ 
epithelium, NOUN 
transitions, NOUN 
mesenchymal, ADJ 
progenitor, NOUN 
cells, NOUN 

, SPACE 
Tissue, PROPN 
Eng, PROPN 
2009;15:1897, ADJ 
907, NUM 

, SPACE 
11, NUM 
Heng, PROPN 
BC, PROPN 
Toh, PROPN 
WS, PROPN 
Pereira, PROPN 
BP, PROPN 
Tan, PROPN 
BL, PROPN 
Fu, PROPN 
X, PROPN 
Liu, PROPN 
H, PROPN 
et, PROPN 
al, PROPN 
autologous, ADJ 
cell, NOUN 
lysate, NOUN 

, SPACE 
extract, NOUN 
human, PROPN 
embryonic, ADJ 
stem, NOUN 
cell, NOUN 
hESC, PROPN 
derived, VERB 
osteoblasts, NOUN 
enhance, VERB 

, SPACE 
osteogenesis, NOUN 
hESC, PROPN 
Tissue, PROPN 
Cell, PROPN 
2008;40:219, NOUN 
28, NUM 

, SPACE 
12, NUM 
Karlsson, PROPN 
C, PROPN 
Emanuelsson, PROPN 
K, PROPN 
Wessberg, PROPN 
F, PROPN 
Kajic, PROPN 
K, PROPN 
Axell, PROPN 
MZM, PROPN 
Eriksson, PROPN 
PS, PROPN 
Lindahl, PROPN 

, SPACE 
Hyllner, PROPN 
J, PROPN 
Strehl, PROPN 
R., PROPN 
Human, PROPN 
embryonic, ADJ 
stem, NOUN 
cell, NOUN 
derived, VERB 
mesenchymal, NOUN 
progenitors, NOUN 

, SPACE 
potential, NOUN 
regenerative, ADJ 
medicine, NOUN 
Stem, PROPN 
Cell, PROPN 
Res, PROPN 
2009;3:39, NOUN 
50, NUM 

, SPACE 
13, NUM 
Lian, PROPN 
Q, PROPN 
Lye, PROPN 
E, PROPN 
Suan, PROPN 
Yeo, PROPN 
K, PROPN 
Khia, PROPN 
Way, PROPN 
Tan, PROPN 
E, PROPN 
Salto, PROPN 
Tellez, PROPN 
M, PROPN 
Liu, PROPN 
TM, PROPN 
et, PROPN 
al, PROPN 
Derivation, PROPN 

, SPACE 
clinically, ADV 
compliant, ADJ 
MSCs, NOUN 
CD105, PROPN 
+, PROPN 
CD24, PROPN 
−differentiated, VERB 
human, ADJ 
ESCs, NOUN 

, SPACE 
Stem, PROPN 
Cells, PROPN 
2007;25:425, NOUN 
36, NUM 

, SPACE 
14, NUM 
Mateizel, PROPN 
De, PROPN 
Becker, PROPN 
Van, PROPN 
de, PROPN 
Velde, PROPN 
H, NOUN 
De, PROPN 
Rycke, PROPN 
M, PROPN 
Van, PROPN 
Steirteghem, PROPN 

, SPACE 
Cornelissen, PROPN 
R, PROPN 
et, PROPN 
al, PROPN 
Ef, PROPN 
ﬁcient, NOUN 
differentiation, NOUN 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 

, SPACE 
homogeneous, ADJ 
population, NOUN 
osteoprogenitor, NOUN 
like, ADJ 
cells, NOUN 
Reprod, PROPN 
Biomed, PROPN 
Online, PROPN 

, SPACE 
2008;16:741, NUM 
53, NUM 

, SPACE 
15, NUM 
Olivier, PROPN 
EN, PROPN 
Rybicki, PROPN 
AC, PROPN 
Bouhassira, PROPN 
EE, PROPN 
Differentiation, NOUN 
human, PROPN 
embryonic, ADJ 
stem, NOUN 

, SPACE 
cells, NOUN 
bipotent, ADJ 
mesenchymal, NOUN 
stem, NOUN 
cells, NOUN 
Stem, PROPN 
Cells, PROPN 
2006;24:1914, NOUN 
22, NUM 

, SPACE 
16, NUM 
Ullmann, PROPN 
U, PROPN 
In't, NOUN 
Veld, PROPN 
P, PROPN 
Gilles, PROPN 
C, PROPN 
Sermon, PROPN 
K, PROPN 
De, PROPN 
Rycke, PROPN 
M, PROPN 
Van, PROPN 
de, PROPN 
Velde, PROPN 
H, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Epithelial, ADJ 
mesenchymal, NOUN 
transition, NOUN 
process, NOUN 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 

, SPACE 
cultured, VERB 
feeder, NOUN 
free, ADJ 
conditions, NOUN 
Mol, PROPN 
Hum, PROPN 
Reprod, PROPN 
2007;13:21, NUM 
32.240, NUM 
L., PROPN 
Harkness, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
48, NUM 
2011, NUM 
231, NUM 
241, NUM 

, SPACE 
17, NUM 
Trivedi, PROPN 
P, PROPN 
Hematti, PROPN 
P., PROPN 
Derivation, PROPN 
immunological, ADJ 
characterization, NOUN 
mesen-, ADJ 

, SPACE 
chymal, VERB 
stromal, ADJ 
cells, NOUN 
human, PROPN 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
Exp, PROPN 
Hematol, PROPN 
2008;36, NUM 

, SPACE 
350–9, NUM 

, SPACE 
18, NUM 
Ahn, PROPN 
SE, PROPN 
Kim, PROPN 
S, PROPN 
Park, PROPN 
KH, PROPN 
Moon, PROPN 
SH, PROPN 
Lee, PROPN 
HJ, PROPN 
Kim, PROPN 
GJ, PROPN 
et, PROPN 
al, PROPN 
Primary, ADJ 
bone, NOUN 
derived, VERB 
cells, NOUN 

, SPACE 
induce, VERB 
osteogenic, ADJ 
differentiation, NOUN 
exogenous, ADJ 
factors, NOUN 
human, PROPN 
embryonic, ADJ 

, SPACE 
stem, NOUN 
cells, NOUN 
Biochem, PROPN 
Biophys, PROPN 
Res, PROPN 
Commun, PROPN 
2006;340:403, NOUN 
8, NUM 

, SPACE 
19, NUM 
Barberi, PROPN 
T, PROPN 
Willis, PROPN 
LM, PROPN 
Socci, PROPN 
ND, PROPN 
Studer, PROPN 
L., PROPN 
Derivation, PROPN 
multipotent, NOUN 
mesenchymal, NOUN 

, SPACE 
precursors, NOUN 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
PLoS, PROPN 
Med, PROPN 
2005;2:554, NOUN 
60, NUM 

, SPACE 
20, NUM 
Inanç, PROPN 
B, PROPN 
Elçin, PROPN 
AE, PROPN 
Elçin, PROPN 
YM, PROPN 
Effect, NOUN 
osteogenic, ADJ 
induction, NOUN 
vitro, X 

, SPACE 
differentiation, NOUN 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
cocultured, VERB 
periodontal, ADJ 

, SPACE 
ligament, NOUN 
ﬁbroblasts, NOUN 
Artif, PROPN 
Organs, PROPN 
2007;31:792, NOUN 
800, NUM 

, SPACE 
21, NUM 
Kim, PROPN 
S, PROPN 
Kim, PROPN 
SS, PROPN 
Lee, PROPN 
SH, PROPN 
Eun, PROPN 
Ahn, PROPN 
S, PROPN 
Gwak, PROPN 
SJ, PROPN 
Song, PROPN 
JH, PROPN 
et, PROPN 
al, PROPN 
vivo, ADJ 
bone, NOUN 
formation, NOUN 

, SPACE 
human, PROPN 
embryonic, ADJ 
stem, NOUN 
cell, NOUN 
derived, VERB 
osteogenic, ADJ 
cells, NOUN 
poly, ADJ 
D, PROPN 
L, NOUN 
lactic, ADJ 
co-, NOUN 

, SPACE 
glycolic, ADJ 
acid)/hydroxyapatite, ADJ 
composite, ADJ 
scaffolds, NOUN 
Biomaterials, NOUN 
2008;29, PROPN 

, SPACE 
1043, NUM 
53, NUM 

, SPACE 
22, X 
Dressel, PROPN 
R, PROPN 
Schindehutte, PROPN 
J, PROPN 
Kuhlmann, PROPN 
T, PROPN 
Elsner, PROPN 
L, PROPN 
Novota, PROPN 
P, PROPN 
Baier, PROPN 
PC, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
tumorigenicity, NOUN 
mouse, PROPN 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
vitro, X 
differentiated, VERB 
neuronal, ADJ 

, SPACE 
cells, NOUN 
controlled, VERB 
recipients, NOUN 
immune, ADJ 
response, NOUN 
PLoS, PROPN 
2008;3:1, NOUN 
14, NUM 

, SPACE 
23, NUM 
Miyabayashi, PROPN 
T, PROPN 
Teo, PROPN 
JL, PROPN 
Yamamoto, PROPN 
M, PROPN 
McMillan, PROPN 
M, PROPN 
Nguyen, PROPN 
C, PROPN 
Kahn, PROPN 
M., PROPN 
Wnt, PROPN 
ß-, PROPN 

, SPACE 
catenin, PROPN 
CBP, PROPN 
signaling, VERB 
maintains, VERB 
long, ADJ 
term, NOUN 
murine, PROPN 
embryonic, PROPN 
stem, NOUN 
cell, NOUN 
plur-, NOUN 

, SPACE 
ipotency, NOUN 
PNAS, PROPN 
2007;104:5668, NUM 
73, NUM 

, SPACE 
24, NUM 
Bastow, PROPN 
E, PROPN 
Byers, PROPN 
S, PROPN 
Golub, PROPN 
S, PROPN 
Clarkin, PROPN 
C, PROPN 
Pitsillides, PROPN 
Fosang, PROPN 
A., NOUN 
Hyaluronan, PROPN 
synthesis, NOUN 

, SPACE 
degradation, NOUN 
cartilage, NOUN 
bone, NOUN 
Cell, PROPN 
Mol, PROPN 
Life, PROPN 
Sci, PROPN 
CMLS, PROPN 
2008;65:395, PROPN 
413, NUM 

, SPACE 
25, NUM 
Choudhary, PROPN 
M, PROPN 
Zhang, PROPN 
X, PROPN 
Stojkovic, PROPN 
P, PROPN 
Hyslop, PROPN 
L, PROPN 
Anyfantis, PROPN 
G, PROPN 
Herbert, PROPN 
M, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Putative, ADJ 
role, NOUN 
hyaluronan, PROPN 
related, ADJ 
genes, NOUN 
HAS2, PROPN 
RHAMM, PROPN 
humanearly, ADJ 
preimplantation, NOUN 
embryogenesis, NOUN 
embryonic, ADJ 
stem, NOUN 
cell, NOUN 
characterization, NOUN 

, SPACE 
Stem, PROPN 
Cells, PROPN 
2007;25:3045, NOUN 
57, NUM 

, SPACE 
26, NUM 
Calabro, PROPN 
Oken, PROPN 
MM, PROPN 
Hascall, PROPN 
VC, PROPN 
Masellis, PROPN 
Characterization, NOUN 
hyaluronan, PROPN 

, SPACE 
synthase, NOUN 
expression, NOUN 
hyaluronan, PROPN 
synthesis, NOUN 
bone, NOUN 
marrow, NOUN 
mesenchymal, NOUN 

, SPACE 
progenitor, NOUN 
cells, NOUN 
predominant, ADJ 
expression, NOUN 
HAS1, PROPN 
mRNA, PROPN 
regulatedhyaluronan, ADJ 
synthesis, NOUN 
bone, NOUN 
marrow, NOUN 
cells, NOUN 
derived, VERB 
multiple, ADJ 
myeloma, NOUN 

, SPACE 
patients, NOUN 
Blood, NOUN 
2002;100:2578, NUM 
85, NUM 

, SPACE 
27, NUM 
Noonan, PROPN 
KJ, PROPN 
Stevens, PROPN 
JW, PROPN 
Tammi, PROPN 
R, PROPN 
Tammi, PROPN 
M, PROPN 
Hernandez, PROPN 
JA, PROPN 
Midura, PROPN 
RJ, PROPN 
Spatial, ADJ 

, SPACE 
distribution, NOUN 
CD44, PROPN 
hyaluronan, PROPN 
proximal, ADJ 
tibia, NOUN 
growing, VERB 
rat, NOUN 

, SPACE 
J, PROPN 
Orthop, PROPN 
Res, PROPN 
1996;14:573, NUM 
81, NUM 

, SPACE 
28, NUM 
Day, PROPN 
AJ, PROPN 
Prestwich, PROPN 
GD, PROPN 
Hyaluronan, PROPN 
binding, VERB 
proteins, NOUN 
tying, VERB 
giant, NOUN 
J, PROPN 
Biol, PROPN 

, SPACE 
Chem, PROPN 
2002;277:4585, NUM 
8, NUM 

, SPACE 
29, NUM 
Turley, PROPN 
EA, NOUN 
Noble, PROPN 
PW, PROPN 
Bourguignon, PROPN 
LYW, PROPN 
Signaling, VERB 
properties, NOUN 
hyaluronan, PROPN 

, SPACE 
receptors, NOUN 
J, PROPN 
Biol, PROPN 
Chem, PROPN 
2002;277:4589, NUM 
92, NUM 

, SPACE 
30, NUM 
Harkness, PROPN 
L, PROPN 
Christiansen, PROPN 
H, PROPN 
Nehlin, PROPN 
J, PROPN 
Barington, PROPN 
T, PROPN 
Andersen, PROPN 
JS, PROPN 
Kassem, PROPN 
M., PROPN 

, SPACE 
Identi, PROPN 
ﬁcation, NOUN 
membrane, NOUN 
proteomic, NOUN 
signature, NOUN 
human, PROPN 
embryonic, ADJ 
stem, NOUN 

, SPACE 
cells, NOUN 
independent, ADJ 
culture, NOUN 
conditions, NOUN 
Stem, PROPN 
Cell, PROPN 
Res, PROPN 
2008;1:219, NUM 
27, NUM 

, SPACE 
31, NUM 
Harkness, PROPN 
L, PROPN 
Rasmussen, PROPN 
Erb, PROPN 
K, PROPN 
Kassem, PROPN 
M., PROPN 
Derivation, PROPN 
characterisation, NOUN 
hESC, PROPN 

, SPACE 
lines, NOUN 
supernumerary, NOUN 
embryos, NOUN 
experience, NOUN 
Odense, PROPN 
Denmark, PROPN 
Vitro, PROPN 

, SPACE 
Cell, PROPN 
Dev, PROPN 
Biol, PROPN 
Anim, PROPN 
2010;46:259, NOUN 
68, NUM 

, SPACE 
32, NUM 
Simonsen, PROPN 
JL, PROPN 
Rosada, PROPN 
C, PROPN 
Serakinci, PROPN 
N, PROPN 
Justesen, PROPN 
J, PROPN 
Stenderup, PROPN 
K, PROPN 
Rattan, PROPN 
SIS, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Telomerase, PROPN 
expression, NOUN 
extends, VERB 
proliferative, ADJ 
life, NOUN 
span, NOUN 
maintains, VERB 
theosteogenic, ADJ 
potential, NOUN 
human, ADJ 
bone, NOUN 
marrow, NOUN 
stromal, ADJ 
cells, NOUN 
Nat, PROPN 
Biotechnol, PROPN 

, SPACE 
2002;20:592, NOUN 
6, NUM 

, SPACE 
33, NUM 
Prokhorova, PROPN 
TA, PROPN 
Harkness, PROPN 
LM, PROPN 
Frandsen, PROPN 
U, PROPN 
Ditzel, PROPN 
N, PROPN 
Schrøder, PROPN 
HD, PROPN 
Burns, PROPN 
JS, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Teratoma, PROPN 
formation, NOUN 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
site, NOUN 
dependent, ADJ 

, SPACE 
enhanced, VERB 
presence, NOUN 
matrigel, NOUN 
Stem, PROPN 
Cells, PROPN 
Dev, PROPN 
2009;18:47, NUM 
54, NUM 

, SPACE 
34, NUM 
Gupta, PROPN 
DM, PROPN 
Kwan, PROPN 
MD, PROPN 
Slater, PROPN 
BJ, PROPN 
Wan, PROPN 
DC, PROPN 
Longaker, PROPN 
MT, PROPN 
Applications, NOUN 
athymic, ADJ 

, SPACE 
nude, ADJ 
mouse, NOUN 
model, NOUN 
nonhealing, VERB 
critical, ADJ 
sized, ADJ 
calvarial, ADJ 
defects, NOUN 
J, PROPN 
Craniofac, PROPN 
Surg, PROPN 

, SPACE 
2008;19:192, NOUN 
7, NUM 

, SPACE 
35, NUM 
Dominici, PROPN 
M, PROPN 
Blanc, PROPN 
KL, PROPN 
Mueller, PROPN 
Slaper, PROPN 
Cortenbach, PROPN 
Marini, PROPN 
F, PROPN 
Krause, PROPN 
D, PROPN 
et, PROPN 
al, PROPN 
Minimal, PROPN 

, SPACE 
criteria, NOUN 
de, PROPN 
ﬁning, NOUN 
multipotent, NOUN 
mesenchymal, NOUN 
stromal, ADJ 
cells, NOUN 
International, PROPN 
Society, PROPN 

, SPACE 
Cellular, PROPN 
Therapy, PROPN 
position, NOUN 
statement, NOUN 
Cytotherapy, NOUN 
2006;8:315, NUM 
7, NUM 

, SPACE 
36, NUM 
Abdallah, PROPN 
BM, PROPN 
Haack, PROPN 
S, PROPN 
°, PROPN 
rensen, PROPN 
M, PROPN 
Burns, PROPN 
JS, PROPN 
Elsnab, PROPN 
B, PROPN 
Jakob, PROPN 
F, PROPN 
Hokland, PROPN 
P, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Maintenance, PROPN 
differentiation, NOUN 
potential, NOUN 
human, ADJ 
bone, NOUN 
marrow, NOUN 
mesenchymalstem, NOUN 
cells, NOUN 
immortalized, VERB 
human, ADJ 
telomerase, NOUN 
reverse, VERB 
transcriptase, NOUN 
gene, NOUN 
despite, SCONJ 

, SPACE 
extensive, ADJ 
proliferation, NOUN 
Biochem, PROPN 
Biophys, PROPN 
Res, PROPN 
Commun, PROPN 
2005;326:527, NOUN 
38, NUM 

, SPACE 
37, NUM 
Larsen, PROPN 
KH, PROPN 
Frederiksen, PROPN 
CM, PROPN 
Burns, PROPN 
JS, PROPN 
Abdallah, PROPN 
BM, PROPN 
Kassem, PROPN 
M., PROPN 
Identifying, VERB 

, SPACE 
molecular, ADJ 
phenotype, NOUN 
bone, NOUN 
marrow, NOUN 
stromal, ADJ 
cells, NOUN 
vivo, ADJ 
bone, NOUN 
forming, VERB 

, SPACE 
capacity, NOUN 
JBMR, PROPN 
2010;25:796, NOUN 
808, NUM 

, SPACE 
38, NUM 
Ludwig, PROPN 
TE, PROPN 
Bergendahl, PROPN 
V, PROPN 
Levenstein, PROPN 
Yu, PROPN 
J, PROPN 
Probasco, PROPN 
MD, PROPN 
Thomson, PROPN 
JA, PROPN 
Feeder-, NOUN 

, SPACE 
independent, ADJ 
culture, NOUN 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
Nat, PROPN 
Meth, PROPN 
2006;3:637, NUM 
46, NUM 

, SPACE 
39, NUM 
Stojkovic, PROPN 
P, NOUN 
Lako, PROPN 
M, PROPN 
Stewart, PROPN 
R, PROPN 
Przyborski, PROPN 
S, PROPN 
Armstrong, PROPN 
L, PROPN 
Evans, PROPN 
J, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
autogeneic, ADJ 
feeder, NOUN 
cell, NOUN 
system, NOUN 
ef, PROPN 
ﬁciently, ADV 
supports, VERB 
growth, NOUN 
undifferentiated, ADJ 

, SPACE 
human, ADJ 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
Stem, PROPN 
Cells, PROPN 
2005;23:306, NOUN 
14, NUM 

, SPACE 
40, NUM 
Isacke, PROPN 
CM, PROPN 
Yarwood, PROPN 
H., PROPN 
hyaluronan, PROPN 
receptor, NOUN 
CD44, PROPN 
Int, PROPN 
J, PROPN 
Biochem, PROPN 
Cell, PROPN 
Biol, PROPN 

, SPACE 
2002;34:718, PROPN 

, SPACE 
21, NUM 

, SPACE 
41, NUM 
Zou, PROPN 
L, PROPN 
Zou, PROPN 
X, PROPN 
Chen, PROPN 
L, PROPN 
Li, PROPN 
H, PROPN 
Mygind, PROPN 
T, PROPN 
Kassem, PROPN 
M, PROPN 
et, PROPN 
al, PROPN 
Effect, PROPN 
hyaluronan, PROPN 

, SPACE 
osteogenic, ADJ 
differentiation, NOUN 
porcine, NOUN 
bone, NOUN 
marrow, NOUN 
stromal, ADJ 
cells, NOUN 
vitro, X 
J, PROPN 
Orthop, PROPN 

, SPACE 
Res, PROPN 
2008;26:713, NOUN 
20, NUM 

, SPACE 
42, NUM 
Hildebrandt, PROPN 
C, PROPN 
Buth, PROPN 
H, PROPN 
Thielecke, PROPN 
H., PROPN 
ﬂuence, NOUN 
cell, NOUN 
culture, NOUN 
media, NOUN 
conditions, NOUN 

, SPACE 
osteogenic, ADJ 
differentiation, NOUN 
cord, NOUN 
blood, NOUN 
derived, VERB 
mesenchymal, NOUN 
stem, NOUN 
cells, NOUN 
AnnAnat, PROPN 
Anat, PROPN 
Anz, PROPN 
2009;191:23, NUM 
32, NUM 

, SPACE 
43, NUM 
Holleville, PROPN 
N, PROPN 
Mateos, PROPN 
S, PROPN 
Bontoux, PROPN 
M, PROPN 
Bollerot, PROPN 
K, PROPN 
Monsoro, PROPN 
Burq, PROPN 
AH, PROPN 
Dlx5, PROPN 
drives, VERB 

, SPACE 
Runx2, NOUN 
expression, NOUN 
osteogenic, ADJ 
differentiation, NOUN 
developing, VERB 
cranial, ADJ 
suture, NOUN 

, SPACE 
mesenchyme, NOUN 
Dev, PROPN 
Biol, PROPN 
2007;304:860, NUM 
74, NUM 

, SPACE 
44, NUM 
Satokata, PROPN 
Ma, PROPN 
L, PROPN 
Ohshima, PROPN 
H, PROPN 
Bei, PROPN 
M, PROPN 
Woo, PROPN 
Nishizawa, PROPN 
K, PROPN 
et, PROPN 
al, PROPN 
Msx2, PROPN 
de, NOUN 
ﬁciency, NOUN 

, SPACE 
mice, NOUN 
causes, VERB 
pleiotropic, ADJ 
defects, NOUN 
bone, NOUN 
growth, NOUN 
ectodermal, ADJ 
organ, NOUN 
formation, NOUN 

, SPACE 
Nat, PROPN 
Genet, PROPN 
2000;24:391, NOUN 
5, NUM 

, SPACE 
45, NUM 
Kim, PROPN 
SE, PROPN 
Kim, PROPN 
BK, PROPN 
